algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
1,sm_89,2048,512,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0428833,0.0153177,0.357195,0
1,sm_89,2048,1024,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0859759,0.0304887,0.354619,0
1,sm_89,2048,2048,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.17668,0.0501889,0.284067,0
1,sm_89,2048,4096,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.36715,0.0809512,0.220485,0
1,sm_89,2048,8192,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.946047,0.155773,0.164657,0
1,sm_89,2048,16384,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.32096,0.277177,0.119424,0
1,sm_89,2048,256,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0470949,0.0156219,0.331711,0
1,sm_89,2048,512,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0852383,0.0273622,0.321008,0
1,sm_89,2048,1024,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.166771,0.0462624,0.277401,0
1,sm_89,2048,2048,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.343637,0.0942653,0.274316,0
1,sm_89,2048,4096,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.753738,0.168862,0.224033,0
1,sm_89,2048,8192,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.04781,0.290981,0.142094,0
1,sm_89,2048,16384,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5.02616,0.551136,0.109654,0
1,sm_89,2048,256,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0947364,0.0331432,0.349846,0
1,sm_89,2048,512,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.167629,0.05263,0.313967,0
1,sm_89,2048,1024,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.332434,0.105794,0.318242,0
1,sm_89,2048,2048,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.668055,0.170127,0.25466,0
1,sm_89,2048,4096,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.53821,0.290941,0.189143,0
1,sm_89,2048,8192,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,4.4501,0.55017,0.123631,0
1,sm_89,2048,16384,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,10.3435,1.04407,0.100939,0
